date,1. open,2. high,3. low,4. close,5. volume
2023-05-15 13:15:00,190.5999,190.61,190.5999,190.61,276.0
2023-05-15 13:14:00,190.6,190.61,190.6,190.61,698.0
2023-05-15 13:11:00,190.5699,190.67,190.5699,190.67,409.0
2023-05-15 13:10:00,190.505,190.55,190.505,190.55,646.0
2023-05-15 13:08:00,190.41,190.41,190.41,190.41,148.0
2023-05-15 13:01:00,190.42,190.43,190.42,190.43,703.0
2023-05-15 12:59:00,190.3703,190.3703,190.3703,190.3703,189.0
2023-05-15 12:55:00,190.265,190.265,190.265,190.265,249.0
2023-05-15 12:53:00,190.34,190.35,190.34,190.35,798.0
2023-05-15 12:48:00,190.24,190.24,190.24,190.24,202.0
2023-05-15 12:47:00,190.26,190.26,190.26,190.26,132.0
2023-05-15 12:46:00,190.28,190.28,190.28,190.28,338.0
2023-05-15 12:42:00,190.12,190.12,190.12,190.12,101.0
2023-05-15 12:38:00,190.16,190.16,190.16,190.16,113.0
2023-05-15 12:36:00,190.1384,190.1384,190.1384,190.1384,261.0
2023-05-15 12:34:00,190.0835,190.0835,190.0835,190.0835,362.0
2023-05-15 12:26:00,190.09,190.09,190.062,190.062,205.0
2023-05-15 12:23:00,190.11,190.11,190.11,190.11,102.0
2023-05-15 12:22:00,190.15,190.15,190.15,190.15,272.0
2023-05-15 12:19:00,190.15,190.17,190.15,190.17,369.0
2023-05-15 12:16:00,190.09,190.09,190.09,190.09,170.0
2023-05-15 12:15:00,190.17,190.17,190.17,190.17,107.0
2023-05-15 12:13:00,190.1205,190.1205,190.1205,190.1205,673.0
2023-05-15 12:04:00,190.14,190.14,190.14,190.14,241.0
2023-05-15 12:03:00,190.22,190.22,190.15,190.155,4092.0
2023-05-15 12:02:00,190.24,190.26,190.22,190.25,2431.0
2023-05-15 11:59:00,190.2101,190.2101,190.2101,190.2101,256.0
2023-05-15 11:55:00,190.23,190.23,190.08,190.1,3580.0
2023-05-15 11:53:00,190.22,190.22,190.22,190.22,193.0
2023-05-15 11:52:00,190.25,190.27,190.25,190.27,1319.0
2023-05-15 11:49:00,190.1214,190.1214,190.1214,190.1214,172.0
2023-05-15 11:48:00,190.07,190.15,190.07,190.15,602.0
2023-05-15 11:46:00,190.05,190.05,190.05,190.05,107.0
2023-05-15 11:45:00,190.12,190.13,190.09,190.1,580.0
2023-05-15 11:43:00,190.09,190.09,190.09,190.09,605.0
2023-05-15 11:40:00,190.22,190.22,190.22,190.22,138.0
2023-05-15 11:39:00,190.22,190.22,190.22,190.22,104.0
2023-05-15 11:34:00,190.22,190.22,190.17,190.2,1827.0
2023-05-15 11:33:00,190.21,190.23,190.13,190.13,8864.0
2023-05-15 11:32:00,190.13,190.13,190.13,190.13,207.0
2023-05-15 11:31:00,190.18,190.18,190.18,190.18,561.0
2023-05-15 11:28:00,190.27,190.27,190.27,190.27,252.0
2023-05-15 11:27:00,190.22,190.22,190.22,190.22,112.0
2023-05-15 11:22:00,190.24,190.24,190.24,190.24,219.0
2023-05-15 11:16:00,190.12,190.12,190.12,190.12,109.0
2023-05-15 11:08:00,190.047,190.047,189.99,189.99,303.0
2023-05-15 11:04:00,189.9796,189.9796,189.9796,189.9796,264.0
2023-05-15 11:02:00,189.99,189.99,189.99,189.99,100.0
2023-05-15 11:01:00,189.85,189.85,189.85,189.85,103.0
2023-05-15 11:00:00,189.93,189.93,189.85,189.85,2701.0
2023-05-15 10:59:00,189.89,189.92,189.89,189.9,722.0
2023-05-15 10:58:00,189.95,189.95,189.78,189.89,3122.0
2023-05-15 10:56:00,190.09,190.09,190.09,190.09,103.0
2023-05-15 10:49:00,189.97,189.97,189.97,189.97,161.0
2023-05-15 10:47:00,189.91,189.91,189.91,189.91,140.0
2023-05-15 10:46:00,189.92,189.92,189.92,189.92,236.0
2023-05-15 10:45:00,189.94,189.94,189.94,189.94,146.0
2023-05-15 10:44:00,189.94,189.97,189.93,189.97,7288.0
2023-05-15 10:41:00,189.9053,189.9053,189.9053,189.9053,248.0
2023-05-15 10:36:00,189.86,189.86,189.86,189.86,228.0
2023-05-15 10:34:00,189.74,189.74,189.74,189.74,103.0
2023-05-15 10:28:00,189.68,189.68,189.68,189.68,2044.0
2023-05-15 10:27:00,189.69,189.69,189.69,189.69,113.0
2023-05-15 10:26:00,189.63,189.63,189.63,189.63,125.0
2023-05-15 10:21:00,189.44,189.44,189.44,189.44,104.0
2023-05-15 10:16:00,189.37,189.37,189.37,189.37,145.0
2023-05-15 10:14:00,189.35,189.35,189.35,189.35,151.0
2023-05-15 10:13:00,189.3763,189.3763,189.3763,189.3763,427.0
2023-05-15 10:10:00,189.39,189.39,189.39,189.39,120.0
2023-05-15 10:09:00,189.52,189.52,189.44,189.44,1506.0
2023-05-15 10:06:00,189.6901,189.6901,189.6901,189.6901,506.0
2023-05-15 10:04:00,189.74,189.74,189.74,189.74,101.0
2023-05-15 10:03:00,189.77,189.77,189.77,189.77,104.0
2023-05-15 10:01:00,189.76,189.76,189.76,189.76,102.0
2023-05-15 09:53:00,189.77,189.8,189.77,189.8,1006.0
2023-05-15 09:52:00,189.8,189.8,189.8,189.8,775.0
2023-05-15 09:51:00,189.935,189.935,189.91,189.91,1350.0
2023-05-15 09:49:00,190.0,190.0,190.0,190.0,427.0
2023-05-15 09:48:00,190.05,190.05,190.05,190.05,106.0
2023-05-15 09:47:00,190.15,190.15,190.09,190.09,3791.0
2023-05-15 09:46:00,190.17,190.17,190.17,190.17,231.0
2023-05-15 09:43:00,190.1,190.1,190.04,190.04,2920.0
2023-05-15 09:42:00,190.07,190.07,190.02,190.025,5261.0
2023-05-15 09:41:00,189.98,189.98,189.98,189.98,1227.0
2023-05-15 09:40:00,190.0,190.0,190.0,190.0,142.0
2023-05-15 09:39:00,190.05,190.05,190.05,190.05,101.0
2023-05-15 09:38:00,190.06,190.06,190.05,190.05,951.0
2023-05-15 09:36:00,190.0,190.0,190.0,190.0,315.0
2023-05-15 09:35:00,190.08,190.08,190.08,190.08,101.0
2023-05-15 09:34:00,190.26,190.28,190.16,190.16,4379.0
2023-05-15 09:31:00,190.32,190.32,190.32,190.32,2013.0
2023-05-12 16:00:00,190.06,190.1,190.03,190.08,5364.0
2023-05-12 15:59:00,190.05,190.05,190.03,190.04,607.0
2023-05-12 15:58:00,190.05,190.06,190.04,190.04,649.0
2023-05-12 15:57:00,190.04,190.05,190.04,190.05,1647.0
2023-05-12 15:56:00,190.07,190.07,190.05,190.05,1525.0
2023-05-12 15:55:00,190.02,190.03,190.0,190.02,4308.0
2023-05-12 15:51:00,189.66,189.78,189.66,189.78,892.0
2023-05-12 15:50:00,189.78,189.78,189.7701,189.7701,483.0
2023-05-12 15:48:00,189.78,189.78,189.78,189.78,226.0
2023-05-12 15:47:00,189.73,189.73,189.73,189.73,675.0
2023-05-12 15:46:00,189.81,189.8125,189.81,189.8125,430.0
2023-05-12 15:45:00,189.8,189.82,189.7704,189.79,1931.0
2023-05-12 15:43:00,189.76,189.76,189.76,189.76,209.0
2023-05-12 15:42:00,189.76,189.76,189.72,189.72,6356.0
2023-05-12 15:41:00,189.72,189.72,189.72,189.72,106.0
2023-05-12 15:38:00,189.67,189.67,189.63,189.63,655.0
2023-05-12 15:37:00,189.73,189.73,189.56,189.65,4342.0
2023-05-12 15:35:00,189.642,189.642,189.642,189.642,459.0
2023-05-12 15:32:00,189.5651,189.5651,189.5651,189.5651,220.0
2023-05-12 15:31:00,189.6,189.6,189.59,189.59,333.0
2023-05-12 15:30:00,189.5261,189.5261,189.5261,189.5261,122.0
2023-05-12 15:29:00,189.52,189.52,189.52,189.52,101.0
2023-05-12 15:28:00,189.538,189.54,189.51,189.54,995.0
2023-05-12 15:27:00,189.51,189.51,189.51,189.51,627.0
2023-05-12 15:25:00,189.5265,189.5265,189.5265,189.5265,128.0
2023-05-12 15:24:00,189.48,189.49,189.48,189.49,303.0
2023-05-12 15:22:00,189.44,189.4986,189.44,189.4986,230.0
2023-05-12 15:14:00,189.38,189.38,189.38,189.38,105.0
2023-05-12 15:13:00,189.39,189.39,189.39,189.39,120.0
2023-05-12 15:12:00,189.4101,189.4101,189.4101,189.4101,281.0
2023-05-12 15:11:00,189.44,189.44,189.44,189.44,100.0
2023-05-12 15:10:00,189.43,189.43,189.42,189.42,642.0
2023-05-12 15:08:00,189.35,189.35,189.35,189.35,505.0
2023-05-12 15:04:00,189.38,189.41,189.37,189.39,2718.0
2023-05-12 15:03:00,189.32,189.33,189.32,189.33,1211.0
2023-05-12 15:01:00,189.31,189.31,189.31,189.31,142.0
2023-05-12 15:00:00,189.2766,189.2766,189.2766,189.2766,220.0
2023-05-12 14:59:00,189.3,189.3,189.3,189.3,276.0
2023-05-12 14:57:00,189.29,189.29,189.27,189.27,515.0
2023-05-12 14:56:00,189.32,189.32,189.32,189.32,456.0
2023-05-12 14:52:00,189.21,189.21,189.21,189.21,100.0
2023-05-12 14:50:00,189.14,189.14,189.09,189.0957,3817.0
2023-05-12 14:47:00,189.14,189.14,189.14,189.14,202.0
2023-05-12 14:43:00,189.0,189.0,189.0,189.0,156.0
2023-05-12 14:39:00,189.12,189.12,189.05,189.05,1839.0
2023-05-12 14:36:00,189.15,189.16,189.06,189.06,4100.0
2023-05-12 14:34:00,189.12,189.13,189.03,189.06,2721.0
2023-05-12 14:32:00,189.03,189.03,189.02,189.02,1289.0
2023-05-12 14:31:00,189.13,189.13,189.13,189.13,511.0
2023-05-12 14:30:00,189.2,189.21,189.08,189.08,5123.0
2023-05-12 14:26:00,189.0162,189.0162,189.0162,189.0162,172.0
2023-05-12 14:21:00,188.98,188.98,188.98,188.98,194.0
2023-05-12 14:17:00,188.92,188.92,188.92,188.92,874.0
2023-05-12 14:16:00,188.93,188.97,188.93,188.94,810.0
2023-05-12 14:13:00,189.12,189.13,189.08,189.13,1553.0
2023-05-12 14:12:00,189.17,189.18,189.14,189.14,446.0
2023-05-12 14:11:00,189.165,189.165,189.165,189.165,5000.0
2023-05-12 14:09:00,189.15,189.15,189.02,189.08,4117.0
2023-05-12 14:08:00,189.15,189.15,189.15,189.15,101.0
2023-05-12 14:04:00,189.11,189.11,189.11,189.11,302.0
2023-05-12 14:03:00,189.0,189.0,189.0,189.0,204.0
2023-05-12 13:59:00,189.02,189.02,189.02,189.02,258.0
2023-05-12 13:57:00,189.0401,189.0401,189.0401,189.0401,135.0
2023-05-12 13:53:00,189.22,189.22,189.15,189.2,5235.0
2023-05-12 13:44:00,189.38,189.38,189.38,189.38,104.0
2023-05-12 13:42:00,189.4096,189.42,189.37,189.37,1375.0
2023-05-12 13:41:00,189.305,189.305,189.305,189.305,127.0
2023-05-12 13:40:00,189.34,189.34,189.3,189.32,1517.0
2023-05-12 13:36:00,189.4,189.4,189.4,189.4,156.0
2023-05-12 13:35:00,189.47,189.47,189.405,189.415,2666.0
2023-05-12 13:33:00,189.49,189.49,189.47,189.47,1286.0
2023-05-12 13:32:00,189.585,189.61,189.585,189.61,382.0
2023-05-12 13:28:00,189.48,189.48,189.48,189.48,244.0
2023-05-12 13:26:00,189.66,189.66,189.66,189.66,589.0
2023-05-12 13:15:00,189.34,189.35,189.34,189.35,1262.0
2023-05-12 13:10:00,189.25,189.295,189.25,189.295,252.0
2023-05-12 13:09:00,189.2723,189.2723,189.2723,189.2723,253.0
2023-05-12 13:08:00,189.24,189.24,189.24,189.24,903.0
2023-05-12 13:07:00,189.22,189.22,189.22,189.22,112.0
2023-05-12 13:03:00,189.088,189.088,189.088,189.088,340.0
2023-05-12 13:02:00,189.15,189.15,189.15,189.15,163.0
2023-05-12 13:01:00,189.16,189.16,189.14,189.14,202.0
2023-05-12 12:59:00,189.14,189.15,189.14,189.15,263982.0
2023-05-12 12:53:00,189.2008,189.2008,189.2008,189.2008,301.0
2023-05-12 12:48:00,189.18,189.18,189.18,189.18,149.0
2023-05-12 12:46:00,189.17,189.18,189.17,189.18,257.0
2023-05-12 12:44:00,189.28,189.28,189.28,189.28,419.0
2023-05-12 12:41:00,189.4047,189.4047,189.4047,189.4047,100.0
2023-05-12 12:38:00,189.38,189.38,189.34,189.34,301.0
2023-05-12 12:36:00,189.5463,189.5463,189.5463,189.5463,250.0
2023-05-12 12:32:00,189.41,189.4275,189.41,189.4275,387.0
2023-05-12 12:29:00,189.49,189.49,189.49,189.49,151.0
2023-05-12 12:28:00,189.45,189.45,189.45,189.45,151.0
2023-05-12 12:24:00,189.4886,189.4886,189.4886,189.4886,110.0
2023-05-12 12:23:00,189.5,189.5,189.48,189.48,1316.0
2023-05-12 12:22:00,189.59,189.59,189.59,189.59,181.0
2023-05-12 12:21:00,189.6359,189.6359,189.55,189.55,1548.0
2023-05-12 12:19:00,189.66,189.66,189.66,189.66,311.0
2023-05-12 12:17:00,189.66,189.66,189.66,189.66,131.0
2023-05-12 12:13:00,189.59,189.59,189.59,189.59,314.0
2023-05-12 12:12:00,189.63,189.63,189.63,189.63,240.0
2023-05-12 12:06:00,189.77,189.77,189.77,189.77,101.0
2023-05-12 12:05:00,189.82,189.82,189.79,189.79,1351.0
2023-05-12 12:04:00,189.89,189.93,189.8,189.85,2518.0
2023-05-12 12:01:00,190.01,190.01,190.01,190.01,171.0
2023-05-12 11:58:00,189.94,189.9795,189.94,189.9795,273.0
2023-05-12 11:52:00,189.79,189.8,189.79,189.8,340.0
2023-05-12 11:51:00,189.864,189.8697,189.864,189.8697,794.0
2023-05-12 11:45:00,189.8178,189.8178,189.8178,189.8178,125.0
2023-05-12 11:44:00,189.81,189.81,189.81,189.81,202.0
2023-05-12 11:43:00,189.77,189.77,189.77,189.77,100.0
2023-05-12 11:41:00,189.736,189.78,189.736,189.78,200.0
2023-05-12 11:40:00,189.71,189.71,189.71,189.71,200.0
2023-05-12 11:28:00,189.76,189.76,189.76,189.76,120.0
2023-05-12 11:27:00,189.8878,189.89,189.8878,189.89,543.0
2023-05-12 11:26:00,189.78,189.78,189.78,189.78,1129.0
2023-05-12 11:25:00,189.8,189.83,189.8,189.83,344.0
2023-05-12 11:24:00,189.8603,189.8603,189.8603,189.8603,307.0
2023-05-12 11:23:00,189.91,189.91,189.91,189.91,144.0
2023-05-12 11:17:00,189.8,189.8,189.73,189.73,1560.0
2023-05-12 11:16:00,189.92,189.92,189.81,189.81,1343.0
2023-05-12 11:09:00,190.2664,190.2664,190.2664,190.2664,150.0
2023-05-12 11:05:00,190.1758,190.1758,190.1758,190.1758,450.0
2023-05-12 11:01:00,190.12,190.12,190.12,190.12,229.0
2023-05-12 11:00:00,190.04,190.04,190.04,190.04,238.0
2023-05-12 10:53:00,190.158,190.158,190.158,190.158,283.0
2023-05-12 10:50:00,190.1531,190.1531,190.1531,190.1531,125.0
2023-05-12 10:49:00,190.09,190.1037,190.09,190.1037,456.0
2023-05-12 10:45:00,190.1507,190.1556,190.1507,190.1556,443.0
2023-05-12 10:42:00,190.17,190.17,190.17,190.17,360.0
2023-05-12 10:40:00,190.1418,190.1418,190.1418,190.1418,195.0
2023-05-12 10:38:00,190.0,190.0,190.0,190.0,137.0
2023-05-12 10:37:00,190.06,190.08,190.025,190.025,2050.0
2023-05-12 10:36:00,190.13,190.13,190.1,190.1,2738.0
2023-05-12 10:35:00,190.13,190.13,190.13,190.13,100.0
2023-05-12 10:32:00,190.235,190.235,190.235,190.235,154.0
2023-05-12 10:31:00,190.1405,190.1405,190.1405,190.1405,125.0
2023-05-12 10:23:00,190.43,190.43,190.43,190.43,179.0
2023-05-12 10:22:00,190.3665,190.3665,190.3665,190.3665,330.0
2023-05-12 10:16:00,190.3471,190.3471,190.3471,190.3471,181.0
2023-05-12 10:15:00,190.4,190.4,190.4,190.4,100.0
2023-05-12 10:13:00,190.42,190.43,190.415,190.415,901.0
2023-05-12 10:12:00,190.47,190.47,190.47,190.47,239.0
2023-05-12 10:10:00,190.3929,190.4593,190.3929,190.4593,2119.0
2023-05-12 10:08:00,190.265,190.265,190.265,190.265,205.0
2023-05-12 10:07:00,190.25,190.25,190.24,190.24,597.0
2023-05-12 10:03:00,190.55,190.55,190.5298,190.5298,837.0
2023-05-12 10:01:00,190.7,190.7,190.7,190.7,294.0
2023-05-12 09:59:00,190.7252,190.7252,190.7252,190.7252,1555.0
2023-05-12 09:57:00,190.78,190.78,190.78,190.78,193.0
2023-05-12 09:51:00,190.535,190.62,190.53,190.62,986.0
2023-05-12 09:50:00,190.57,190.57,190.57,190.57,121.0
2023-05-12 09:48:00,190.89,190.89,190.89,190.89,254.0
2023-05-12 09:46:00,191.0162,191.0162,191.0162,191.0162,135.0
2023-05-12 09:45:00,190.94,190.94,190.94,190.94,211.0
2023-05-12 09:43:00,191.0156,191.0156,191.0156,191.0156,235.0
2023-05-12 09:39:00,190.97,190.97,190.97,190.97,530.0
2023-05-12 09:38:00,191.0299,191.0299,191.0299,191.0299,569.0
2023-05-12 09:34:00,191.11,191.11,191.11,191.11,137.0
2023-05-12 09:33:00,191.09,191.09,191.09,191.09,604.0
2023-05-12 09:31:00,190.97,190.97,190.97,190.97,1909.0
2023-05-11 16:00:00,190.53,190.63,190.53,190.53,2841.0
2023-05-11 15:59:00,190.55,190.58,190.53,190.53,4854.0
2023-05-11 15:58:00,190.62,190.63,190.57,190.57,1178.0
2023-05-11 15:57:00,190.55,190.61,190.54,190.61,2026.0
2023-05-11 15:55:00,190.44,190.5,190.44,190.5,1138.0
2023-05-11 15:54:00,190.43,190.45,190.43,190.45,537.0
2023-05-11 15:53:00,190.5028,190.52,190.5028,190.51,749.0
2023-05-11 15:51:00,190.45,190.45,190.37,190.37,518.0
2023-05-11 15:50:00,190.53,190.53,190.48,190.48,514.0
2023-05-11 15:48:00,190.505,190.505,190.46,190.4858,881.0
2023-05-11 15:47:00,190.5,190.52,190.5,190.52,334.0
2023-05-11 15:46:00,190.45,190.48,190.44,190.44,403.0
2023-05-11 15:45:00,190.45,190.47,190.45,190.47,384.0
2023-05-11 15:43:00,190.3,190.3,190.3,190.3,175.0
2023-05-11 15:41:00,190.37,190.39,190.37,190.39,332.0
2023-05-11 15:39:00,190.39,190.41,190.39,190.41,202.0
2023-05-11 15:36:00,190.46,190.46,190.46,190.46,120.0
2023-05-11 15:33:00,190.55,190.55,190.54,190.54,264.0
2023-05-11 15:32:00,190.5599,190.5599,190.5599,190.5599,147.0
2023-05-11 15:30:00,190.56,190.56,190.56,190.56,233.0
2023-05-11 15:28:00,190.56,190.56,190.56,190.56,190.0
2023-05-11 15:26:00,190.4752,190.4752,190.4752,190.4752,374.0
2023-05-11 15:22:00,190.478,190.478,190.478,190.478,198.0
2023-05-11 15:19:00,190.4804,190.4804,190.4804,190.4804,230.0
2023-05-11 15:18:00,190.46,190.46,190.42,190.42,1694.0
2023-05-11 15:14:00,190.69,190.69,190.69,190.69,164.0
2023-05-11 15:12:00,190.67,190.67,190.64,190.64,302.0
2023-05-11 15:10:00,190.69,190.71,190.69,190.7,1668.0
2023-05-11 15:09:00,190.65,190.66,190.65,190.66,1393.0
2023-05-11 15:05:00,190.6448,190.6575,190.6448,190.6575,574.0
2023-05-11 15:04:00,190.68,190.68,190.68,190.68,141.0
2023-05-11 15:02:00,190.7097,190.7097,190.69,190.69,477.0
2023-05-11 15:01:00,190.69,190.69,190.69,190.69,161.0
2023-05-11 15:00:00,190.68,190.68,190.68,190.68,160.0
2023-05-11 14:56:00,190.61,190.61,190.61,190.61,161.0
2023-05-11 14:44:00,190.77,190.77,190.59,190.69,4642.0
2023-05-11 14:43:00,190.65,190.6795,190.65,190.6795,549.0
2023-05-11 14:42:00,190.61,190.61,190.59,190.61,414.0
2023-05-11 14:41:00,190.52,190.61,190.52,190.6,5375.0
2023-05-11 14:40:00,190.5,190.5,190.5,190.5,502.0
2023-05-11 14:39:00,190.5,190.5,190.4782,190.4782,822.0
2023-05-11 14:38:00,190.45,190.45,190.45,190.45,500.0
2023-05-11 14:37:00,190.39,190.41,190.39,190.41,1095.0
2023-05-11 14:35:00,190.37,190.4,190.37,190.4,812.0
2023-05-11 14:34:00,190.2829,190.35,190.2829,190.35,705.0
2023-05-11 14:33:00,190.33,190.33,190.33,190.33,183.0
2023-05-11 14:32:00,190.35,190.35,190.35,190.35,400.0
2023-05-11 14:31:00,190.34,190.36,190.34,190.36,1246.0
2023-05-11 14:30:00,190.33,190.33,190.33,190.33,180.0
2023-05-11 14:29:00,190.3441,190.3441,190.3441,190.3441,601.0
2023-05-11 14:28:00,190.28,190.36,190.28,190.36,1129.0
2023-05-11 14:26:00,190.2952,190.32,190.2952,190.32,550.0
2023-05-11 14:24:00,190.26,190.31,190.2501,190.31,1355.0
2023-05-11 14:21:00,190.14,190.14,190.14,190.14,108.0
2023-05-11 14:17:00,190.27,190.27,190.27,190.27,325.0
2023-05-11 14:16:00,190.23,190.23,190.22,190.22,1300.0
2023-05-11 14:15:00,190.22,190.23,190.22,190.23,1069.0
2023-05-11 14:13:00,190.2488,190.2488,190.2488,190.2488,157.0
2023-05-11 14:06:00,190.1749,190.1749,190.1749,190.1749,116.0
2023-05-11 14:04:00,190.1543,190.175,190.1543,190.175,253.0
2023-05-11 13:53:00,189.96,189.96,189.96,189.96,100.0
2023-05-11 13:50:00,189.8682,189.8682,189.8682,189.8682,257.0
2023-05-11 13:48:00,189.89,189.91,189.87,189.91,795.0
2023-05-11 13:47:00,189.9777,189.9777,189.9777,189.9777,230.0
2023-05-11 13:43:00,190.3,190.33,190.27,190.27,1307.0
2023-05-11 13:41:00,190.44,190.44,190.39,190.44,2236.0
2023-05-11 13:39:00,190.39,190.39,190.39,190.39,174.0
2023-05-11 13:34:00,190.3,190.3,190.3,190.3,199.0
2023-05-11 13:30:00,190.265,190.265,190.265,190.265,204.0
2023-05-11 13:26:00,190.2361,190.2361,190.2361,190.2361,100.0
2023-05-11 13:25:00,190.2701,190.2701,190.2701,190.2701,127.0
2023-05-11 13:23:00,190.29,190.29,190.29,190.29,223.0
2023-05-11 13:20:00,190.437,190.437,190.437,190.437,267.0
2023-05-11 13:19:00,190.43,190.43,190.43,190.43,151.0
2023-05-11 13:16:00,190.4596,190.4596,190.4596,190.4596,311.0
2023-05-11 13:12:00,190.46,190.46,190.46,190.46,182.0
2023-05-11 13:04:00,190.45,190.49,190.45,190.48,1282.0
2023-05-11 12:57:00,190.47,190.47,190.47,190.47,129.0
2023-05-11 12:53:00,190.58,190.58,190.58,190.58,183.0
2023-05-11 12:47:00,190.57,190.57,190.57,190.57,189.0
2023-05-11 12:46:00,190.5404,190.5404,190.5404,190.5404,195.0
2023-05-11 12:44:00,190.5896,190.592,190.5896,190.592,290.0
2023-05-11 12:38:00,190.47,190.47,190.47,190.47,2700.0
2023-05-11 12:35:00,190.395,190.395,190.395,190.395,598.0
2023-05-11 12:34:00,190.43,190.43,190.43,190.43,105.0
2023-05-11 12:31:00,190.4463,190.4463,190.4463,190.4463,100.0
2023-05-11 12:28:00,190.34,190.34,190.34,190.34,145.0
2023-05-11 12:27:00,190.45,190.46,190.39,190.43,4280.0
2023-05-11 12:25:00,190.5,190.5,190.5,190.5,637.0
2023-05-11 12:21:00,190.334,190.334,190.334,190.334,185.0
